"Surveillance_system","Collection_year","Collection_week","Pool_No","ID","Species","Pool_size","Life_stage_E_L_P_A","Sex_F_M","Location","Code","USUV","WNV"
"BRS_IS",2020,37,"IS_005","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL4TN1.1",0,0
"BRS_IS",2020,37,"IS_006","","Culex pipiens/torrentium",2,"A","F","Utrecht_Griend","UGR20TL4TN1.2",0,0
"BRS_IS",2020,37,"IS_007","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL5TN1.1",0,0
"BRS_IS",2020,37,"IS_008","","Culex pipiens/torrentium",1,"A","F","Utrecht_Griend","UGR20TL5TN1.2",0,0
"BRS_IS",2020,37,"IS_009","","Culex pipiens/torrentium",4,"A","F","Utrecht_Griend","UGR20TL6TN1.1",0,0
"BRS_IS",2020,37,"IS_010","","Culex pipiens/torrentium",1,"A","F","Utrecht_Griend","UGR20TL6TN1.2",0,0
"BRS_IS",2020,37,"IS_011","","Culex pipiens/torrentium",7,"A","F","Utrecht_Griend","UGR20TL7TN1.1",0,0
"BRS_IS",2020,37,"IS_012","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL8TN1.1",0,0
"BRS_IS",2020,37,"IS_013","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL8TN1.2",0,0
"BRS_IS",2020,37,"IS_014","","Culex pipiens/torrentium",2,"A","F","Utrecht_Griend","UGR20TL8TN1.3",0,0
"BRS_IS",2020,37,"IS_015","","Culex pipiens/torrentium",1,"A","F","Utrecht_Griend","UGR20TL8TN1.4",0,0
"BRS_IS",2020,37,"IS_016","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL9TN1.1",0,0
"BRS_IS",2020,37,"IS_017","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL9TN1.2",0,0
"BRS_IS",2020,37,"IS_018","","Culex pipiens/torrentium",4,"A","F","Utrecht_Griend","UGR20TL10TN1.1",0,0
"BRS_IS",2020,37,"IS_019","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL11TN1.1",0,0
"BRS_IS",2020,37,"IS_020","","Culex pipiens/torrentium",3,"A","F","Utrecht_Griend","UGR20TL11TN1.2",0,0
"BRS_IS",2020,37,"IS_021","","Culex pipiens/torrentium",1,"A","F","Utrecht_Griend","UGR20TL11TN1.3",0,0
"BRS_IS",2020,37,"IS_022","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL12TN1.1",1,0
"BRS_IS",2020,37,"IS_023","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL12TN1.2",0,0
"BRS_IS",2020,37,"IS_024","","Culex pipiens/torrentium",4,"A","F","Utrecht_Griend","UGR20TL12TN1.3",0,0
"BRS_IS",2020,37,"IS_025","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL1TN2.1",0,0
"BRS_IS",2020,37,"IS_026","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL1TN2.2",0,0
"BRS_IS",2020,37,"IS_027","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL1TN2.3",0,0
"BRS_IS",2020,37,"IS_028","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL1TN2.4",0,1
"BRS_IS",2020,37,"IS_029","","Culex pipiens/torrentium",6,"A","F","Utrecht_Griend","UGR20TL1TN2.5",0,0
"BRS_IS",2020,37,"IS_030","","Culex pipiens/torrentium",6,"A","F","Utrecht_Griend","UGR20TL2TN2.1",0,0
"BRS_IS",2020,37,"IS_031","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL3TN2.1",0,0
"BRS_IS",2020,37,"IS_032","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL3TN2.2",0,0
"BRS_IS",2020,37,"IS_033","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL3TN2.3",0,0
"BRS_IS",2020,37,"IS_034","","Culex pipiens/torrentium",4,"A","F","Utrecht_Griend","UGR20TL3TN2.4",0,0
"BRS_IS",2020,37,"IS_035","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL4/5TN2.1",0,0
"BRS_IS",2020,37,"IS_036","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL4/5TN2.2",0,0
"BRS_IS",2020,37,"IS_037","","Culex pipiens/torrentium",1,"A","F","Utrecht_Griend","UGR20TL4/5TN2.3",0,0
"BRS_IS",2020,37,"IS_038","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL4/5TN2.1",0,0
"BRS_IS",2020,37,"IS_039","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL4/5TN2.2",0,0
"BRS_IS",2020,37,"IS_040","","Culex pipiens/torrentium",7,"A","F","Utrecht_Griend","UGR20TL4/5TN2.3",0,0
"BRS_IS",2020,37,"IS_041","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL6TN2.1",0,1
"BRS_IS",2020,37,"IS_042","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL6TN2.2",0,0
"BRS_IS",2020,37,"IS_043","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL6TN2.3",0,0
"BRS_IS",2020,37,"IS_044","","Culex pipiens/torrentium",3,"A","F","Utrecht_Griend","UGR20TL6TN2.4",0,0
"BRS_IS",2020,37,"IS_045","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL7TN2.1",0,0
"BRS_IS",2020,37,"IS_046","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL7TN2.2",0,1
"BRS_IS",2020,37,"IS_047","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL7TN2.3",0,0
"BRS_IS",2020,37,"IS_048","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL7TN2.4",0,0
"BRS_IS",2020,37,"IS_049","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL7TN2.5",0,0
"BRS_IS",2020,37,"IS_050","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL7TN2.6",0,0
"BRS_IS",2020,37,"IS_051","","Culex pipiens/torrentium",1,"A","F","Utrecht_Griend","UGR20TL7TN2.7",0,0
"BRS_IS",2020,37,"IS_052","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL8TN2.1",0,0
"BRS_IS",2020,37,"IS_053","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL8TN2.2",0,0
"BRS_IS",2020,37,"IS_054","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL8TN2.3",0,0
"BRS_IS",2020,37,"IS_055","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL8TN2.4",0,0
"BRS_IS",2020,37,"IS_056","","Culex pipiens/torrentium",8,"A","F","Utrecht_Griend","UGR20TL8TN2.5",0,0
"BRS_IS",2020,37,"IS_057","","Culex pipiens/torrentium",2,"A","F","Utrecht_Griend","UGR20TL8TN2.6",0,0
"BRS_IS",2020,37,"IS_058","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL9TN2.1",0,0
"BRS_IS",2020,37,"IS_059","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL9TN2.2",0,0
"BRS_IS",2020,37,"IS_060","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL9TN2.3",0,0
"BRS_IS",2020,37,"IS_061","","Culex pipiens/torrentium",2,"A","F","Utrecht_Griend","UGR20TL9TN2.4",0,0
"BRS_IS",2020,37,"IS_062","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL10TN2.1",0,0
"BRS_IS",2020,37,"IS_063","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL10TN2.2",0,0
"BRS_IS",2020,37,"IS_064","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL10TN2.3",0,0
"BRS_IS",2020,37,"IS_065","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL10TN2.4",0,0
"BRS_IS",2020,37,"IS_066","","Culex pipiens/torrentium",4,"A","F","Utrecht_Griend","UGR20TL10TN2.5",0,0
"BRS_IS",2020,37,"IS_067","","Culex pipiens/torrentium",6,"A","F","Utrecht_Griend","UGR20TL11TN2.1",0,0
"BRS_IS",2020,37,"IS_068","","Culex pipiens/torrentium",4,"A","F","Utrecht_Griend","UGR20TL12TN2.1",0,0
"BRS_IS",2020,38,"IS_069","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL1TN3.1",0,0
"BRS_IS",2020,38,"IS_070","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL1TN3.2",0,0
"BRS_IS",2020,38,"IS_071","","Culex pipiens/torrentium",6,"A","F","Utrecht_Griend","UGR20TL1TN3.3",0,0
"BRS_IS",2020,38,"IS_072","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL2TN3.1",0,0
"BRS_IS",2020,38,"IS_073","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL2TN3.2",0,0
"BRS_IS",2020,38,"IS_074","","Culex pipiens/torrentium",7,"A","F","Utrecht_Griend","UGR20TL2TN3.3",0,0
"BRS_IS",2020,38,"IS_075","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL3TN3.1",0,0
"BRS_IS",2020,38,"IS_076","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL3TN3.2",0,0
"BRS_IS",2020,38,"IS_077","","Culex pipiens/torrentium",3,"A","F","Utrecht_Griend","UGR20TL3TN3.3",0,0
"BRS_IS",2020,38,"IS_078","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL4TN3.1",0,0
"BRS_IS",2020,38,"IS_079","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL4TN3.2",0,0
"BRS_IS",2020,38,"IS_080","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL4TN3.3",0,0
"BRS_IS",2020,38,"IS_081","","Culex pipiens/torrentium",1,"A","F","Utrecht_Griend","UGR20TL4TN3.4",0,0
"BRS_IS",2020,38,"IS_082","","Culex pipiens/torrentium",8,"A","F","Utrecht_Griend","UGR20TL5TN3.1",0,0
"BRS_IS",2020,38,"IS_083","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL6TN3.1",0,0
"BRS_IS",2020,38,"IS_084","","Culex pipiens/torrentium",4,"A","F","Utrecht_Griend","UGR20TL6TN3.2",0,0
"BRS_IS",2020,38,"IS_085","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL7TN3.1",0,0
"BRS_IS",2020,38,"IS_086","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL7TN3.2",0,0
"BRS_IS",2020,38,"IS_087","","Culex pipiens/torrentium",1,"A","F","Utrecht_Griend","UGR20TL7TN3.3",0,0
"BRS_IS",2020,38,"IS_088","","Culex pipiens/torrentium",9,"A","F","Utrecht_Griend","UGR20TL8TN3.1",0,0
"BRS_IS",2020,38,"IS_089","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL9TN3.1",0,0
"BRS_IS",2020,38,"IS_090","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL9TN3.2",0,0
"BRS_IS",2020,38,"IS_091","","Culex pipiens/torrentium",3,"A","F","Utrecht_Griend","UGR20TL9TN3.3",0,0
"BRS_IS",2020,38,"IS_092","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL10TN3.1",0,0
"BRS_IS",2020,38,"IS_093","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL10TN3.2",0,0
"BRS_IS",2020,38,"IS_094","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL10TN3.3",0,0
"BRS_IS",2020,38,"IS_095","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL10TN3.4",0,0
"BRS_IS",2020,38,"IS_096","","Culex pipiens/torrentium",5,"A","F","Utrecht_Griend","UGR20TL10TN3.5",0,0
"BRS_IS",2020,38,"IS_097","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL11TN3.1",0,0
"BRS_IS",2020,38,"IS_098","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL11TN3.2",0,0
"BRS_IS",2020,38,"IS_099","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20TL11TN3.3",0,0
"BRS_IS",2020,38,"IS_100","","Culex pipiens/torrentium",8,"A","F","Utrecht_Griend","UGR20TL11TN3.4",0,0
"BRS_IS",2020,38,"IS_101","","Culex pipiens/torrentium",3,"A","F","Utrecht_Griend","UGR20TL12TN3.1",0,0
"BRS",2020,28,"U_01","","Culex pipiens/torrentium",6,"A","F","Utrecht_Vleuterweide","UVW20W28.1",0,0
"BRS",2020,29,"U_02","","Culex pipiens/torrentium",6,"A","F","Utrecht_Vleuterweide","UVW20W29.1",0,0
"BRS",2020,32,"U_03","","Culex pipiens/torrentium",3,"A","F","Utrecht_Vleuterweide","UVW20W32.1",0,0
"BRS",2020,28,"U_04","","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK20W28.1",0,0
"BRS",2020,28,"U_05","","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK20W28.2",0,0
"BRS",2020,28,"U_06","","Culex pipiens/torrentium",2,"A","F","Utrecht_Eendenkooi","UEK20W28.3",0,0
"BRS",2020,29,"U_07","","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK20W29.1",0,0
"BRS",2020,29,"U_08","","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK20W29.2",0,0
"BRS",2020,29,"U_09","","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK20W29.3",0,0
"BRS",2020,29,"U_10","","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK20W29.4",0,0
"BRS",2020,29,"U_11","","Culex pipiens/torrentium",3,"A","F","Utrecht_Eendenkooi","UEK20W29.5",0,0
"BRS",2020,30,"U_12","","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK20W30.1",0,0
"BRS",2020,30,"U_13","","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK20W30.2",0,0
"BRS",2020,30,"U_14","","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK20W30.3",0,0
"BRS",2020,30,"U_15","","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK20W30.4",0,0
"BRS",2020,30,"U_16","","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK20W30.5",0,0
"BRS",2020,30,"U_17","","Culex pipiens/torrentium",9,"A","F","Utrecht_Eendenkooi","UEK20W30.6",0,0
"BRS",2020,36,"U_18","","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK20W36.1",0,0
"BRS",2020,36,"U_19","","Culex pipiens/torrentium",3,"A","F","Utrecht_Eendenkooi","UEK20W36.2",0,1
"BRS",2020,30,"U_20","","Culex pipiens/torrentium",4,"A","F","Utrecht_Vleuterweide","UWV20W30.1",0,0
"BRS",2020,32,"U_21","","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK20W32.1",0,0
"BRS",2020,32,"U_22","","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK20W32.2",0,0
"BRS",2020,32,"U_23","","Culex pipiens/torrentium",2,"A","F","Utrecht_Eendenkooi","UEK20W32.3",0,0
"BRS",2020,34,"U_24","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20W34.1",0,0
"BRS",2020,34,"U_25","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20W34.2",0,1
"BRS",2020,34,"U_26","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20W34.3",0,0
"BRS",2020,34,"U_27","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20W34.4",0,0
"BRS",2020,34,"U_28","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20W34.5",0,0
"BRS",2020,34,"U_29","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20W34.6",0,0
"BRS",2020,34,"U_30","","Culex pipiens/torrentium",8,"A","F","Utrecht_Griend","UGR20W34.7",0,0
"BRS",2020,36,"U_31","","Culex pipiens/torrentium",5,"A","F","Utrecht_Griend","UGR20W36.1",0,0
"BRS",2020,35,"U_32","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20W35.1",0,0
"BRS",2020,35,"U_33","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20W35.2",0,0
"BRS",2020,35,"U_34","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20W35.3",0,0
"BRS",2020,35,"U_35","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20W35.4",0,0
"BRS",2020,35,"U_36","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20W35.5",0,0
"BRS",2020,35,"U_37","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20W35.6",0,0
"BRS",2020,35,"U_38","","Culex pipiens/torrentium",6,"A","F","Utrecht_Griend","UGR20W35.7",0,0
"BRS",2020,35,"U_39","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20W35.1",0,0
"BRS",2020,35,"U_40","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20W35.2",0,0
"BRS",2020,35,"U_41","","Culex pipiens/torrentium",10,"A","F","Utrecht_Griend","UGR20W35.3",0,0
"BRS",2020,35,"U_42","","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK20W35.1",0,0
"BRS",2020,35,"U_43","","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK20W35.2",0,0
"BRS",2020,35,"U_44","","Culex pipiens/torrentium",2,"A","F","Utrecht_Eendenkooi","UEK20W35.3",0,0
"BRS",2020,36,"U_45","","Culex pipiens/torrentium",8,"A","F","Utrecht_Vleuterweide","UVW20W36.1",0,0
"BRS_IS",2020,38,"IS_102","","Culex pipiens/torrentium",10,"","","Utrecht_Griend","UGR20TN4.1",0,0
"BRS_IS",2020,38,"IS_103","","Culex pipiens/torrentium",10,"","","Utrecht_Griend","UGR20TN4.2",0,0
"BRS_IS",2020,38,"IS_104","","Culex pipiens/torrentium",10,"","","Utrecht_Griend","UGR20TN4.3",0,0
"BRS_IS",2020,38,"IS_105","","Culex pipiens/torrentium",10,"","","Utrecht_Griend","UGR20TN4.4",0,0
"BRS_IS",2020,38,"IS_106","","Culex pipiens/torrentium",10,"","","Utrecht_Griend","UGR20TN4.5",0,0
"BRS_IS",2020,38,"IS_107","","Culex pipiens/torrentium",6,"","","Utrecht_Griend","UGR20TN4.6",0,0
"BRS_IS",2020,38,"IS_108","","Culex pipiens/torrentium",10,"","","Utrecht_Griend","UGR20TN5.1",0,0
"BRS_IS",2020,38,"IS_109","","Culex pipiens/torrentium",10,"","","Utrecht_Griend","UGR20TN5.2",0,0
"BRS_IS",2020,38,"IS_110","","Culex pipiens/torrentium",10,"","","Utrecht_Griend","UGR20TN5.3",0,0
"BRS_IS",2020,38,"IS_111","","Culex pipiens/torrentium",10,"","","Utrecht_Griend","UGR20TN5.4",0,0
"BRS_IS",2020,38,"IS_112","","Culex pipiens/torrentium",1,"","","Utrecht_Griend","UGR20TN5.5",0,0
"BRS_IS",2020,39,"IS_113","","Culex pipiens/torrentium",10,"","","Utrecht_Griend","UGR20TN6.1",0,0
"BRS_IS",2020,39,"IS_114","","Culex pipiens/torrentium",10,"","","Utrecht_Griend","UGR20TN6.2",0,0
"BRS_IS",2020,39,"IS_115","","Culex pipiens/torrentium",1,"","","Utrecht_Griend","UGR20TN6.3",0,0
"BRS_IS",2020,39,"IS_116","","Culex pipiens/torrentium",10,"","","Utrecht_Griend","UGR20TN7.1",0,0
"BRS_IS",2020,39,"IS_117","","Culex pipiens/torrentium",10,"","","Utrecht_Griend","UGR20TN7.2",0,0
"BRS_IS",2020,39,"IS_118","","Culex pipiens/torrentium",10,"","","Utrecht_Griend","UGR20TN8.1",0,0
"BRS_IS",2020,39,"IS_119","","Culex pipiens/torrentium",8,"","","Utrecht_Griend","UGR20TN8.2",0,0
"BRS",2021,27,"1","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W27",0,0
"BRS",2021,27,"2","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W27",0,0
"BRS",2021,27,"3","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W27",0,0
"BRS",2021,27,"4","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W27",0,0
"BRS",2021,27,"5","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W27",0,0
"BRS",2021,27,"6","6179873","Culex pipiens/torrentium",8,"A","F","Utrecht_Eendenkooi","UEK21W27",0,0
"BRS",2021,27,"7","6179873","Culiseta morsitans",1,"A","F","Utrecht_Eendenkooi","UEK21W27",0,0
"BRS",2021,27,"8","6179873","Coquillettidia richiardii",1,"A","F","Utrecht_Eendenkooi","UEK21W27",0,0
"BRS",2021,28,"9","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Vleuterweide","UVW21W28",0,0
"BRS",2021,28,"10","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Vleuterweide","UVW21W28",0,0
"BRS",2021,28,"11","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Vleuterweide","UVW21W28",0,0
"BRS",2021,28,"12","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Vleuterweide","UVW21W28",0,0
"BRS",2021,28,"13","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Vleuterweide","UVW21W28",0,0
"BRS",2021,28,"14","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Vleuterweide","UVW21W28",0,0
"BRS",2021,28,"15","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Vleuterweide","UVW21W28",0,0
"BRS",2021,28,"16","6179873","Culex pipiens/torrentium",10,"A","M","Utrecht_Vleuterweide","UVW21W28",0,0
"BRS",2021,28,"17","6179873","Culex pipiens/torrentium",10,"A","M","Utrecht_Vleuterweide","UVW21W28",0,0
"BRS",2021,28,"18","6179873","Culex pipiens/torrentium",10,"A","M","Utrecht_Vleuterweide","UVW21W28",0,0
"BRS",2021,28,"19","6179873","Culex pipiens/torrentium",10,"A","M","Utrecht_Vleuterweide","UVW21W28",0,0
"BRS",2021,28,"20","6179873","Culex pipiens/torrentium",10,"A","M","Utrecht_Vleuterweide","UVW21W28",0,0
"BRS",2021,28,"21","6179873","Culex pipiens/torrentium",8,"A","M","Utrecht_Vleuterweide","UVW21W28",0,0
"BRS",2021,28,"22","6179873","Coquillettidia richiardii",4,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"23","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"24","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"25","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"26","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"27","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"28","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"29","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"30","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"31","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"32","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"33","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"34","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"35","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"36","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"37","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"38","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"39","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"40","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"41","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"42","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"43","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"44","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"45","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"46","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"47","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"48","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"49","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"50","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"51","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"52","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"53","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"54","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"55","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"56","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
"BRS",2021,28,"57","6179873","Culex pipiens/torrentium",10,"A","F","Utrecht_Eendenkooi","UEK21W28",0,0
