PRIMARYSAMPLEBARCODE,COLLECTIONDATE,MATTYPE,SPECIES,SPECIES EN,SPECIES LATIN,Location,BirdId
16TV0148,01-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Almere, Nederland",10097522
16TV0224,24-09-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Almere, Nederland",9775613
16TV0137,05-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10104607
16TV0337,04-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10104766
16TV0305,04-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10104767
16TV1171,04-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10104606
16TV0216,29-05-2016,Cloacal/throat swab,blauwborst,Bluethroat,Luscinia svecica,"Almere, Nederland",9958553
17TV0754,06-05-2017,Cloacal/throat swab,Boompieper,Tree pipit,Anthus trivialis,"Bergumermeer, Nederland",10380250
17TV0481,06-05-2017,Cloacal/throat swab,grutto,Black-tailed Godwit,Limosa limosa,"Lexmond, Nederland",10439528
17TV0648,06-05-2017,Cloacal/throat swab,blauwborst,Bluethroat,Luscinia svecica,"Terwispel, Nederland",10371495
17TV0493,06-05-2017,Cloacal/throat swab,grutto,Black-tailed Godwit,Limosa limosa,"Lexmond, Nederland",10439529
17TV0763,06-05-2017,Cloacal/throat swab,sprinkhaanzanger,Common Grasshopper Warbler,Locustella naevia,"Bergumermeer, Nederland",10380243
17TV0630,06-05-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Terwispel, Nederland",9604640
17TV0810,07-05-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",10037426
17TV0817,07-05-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",10043584
17TV0812,07-05-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",10380779
17TV0814,07-05-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9362008
16TV0806,07-08-2016,Cloacal/throat swab,Kleine Karekiet,Eurasian Reed Warbler,Acrocephalus scirpaceus,"Naarden, Nederland",10235592
16TV0658,09-07-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9987148
17TV0813,07-05-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",10373338
17TV0811,07-05-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9590471
17TV1192,11-08-2017,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Utrecht, Nederland",10518454
16TV1097,13-02-2017,Cloacal/throat swab,tuinfluiter,Garden Warbler,Sylvia borin,"Haarzuilens, Nederland",10398224
16TV1248,13-02-2017,Cloacal/throat swab,grauwe vliegenvanger,Spotted Flycatcher,Muscicapa striata,"Haarzuilens, Nederland",10398223
16TV1092,13-02-2017,Cloacal/throat swab,tuinfluiter,Garden Warbler,Sylvia borin,"Haarzuilens, Nederland",10398221
17TV0259,14-05-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Zeewolde, Nederland",10383512
17TV0771,13-05-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Eastermar, Nederland",10108857
17TV0120,07-05-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Almere, Nederland",10380544
16TV1256,13-02-2017,Cloacal/throat swab,tuinfluiter,Garden Warbler,Sylvia borin,"Haarzuilens, Nederland",10398231
17TV0787,14-05-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9637762
17TV0795,14-05-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9338739
17TV0693,15-05-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Zwolle, Nederland",10383600
17TV0465,15-05-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Almen, Nederland",10385308
17TV0767,13-05-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Eastermar, Nederland",10382778
17TV0171,30-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10076994
17TV0073,27-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10376970
17TV0073,27-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10376970
17TV0438,29-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Kampen, Nederland",10377408
16TV1251,23-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Almere, Nederland",10097521
17TV0116,29-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Almere, Nederland",9732907
17TV1250,01-08-2017,Cloacal/throat swab,Kleine Karekiet,Eurasian Reed Warbler,Acrocephalus scirpaceus,"Kampen, Nederland",9333845
16TV0257,22-04-2017,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10385545
17TV0173,22-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10224072
17TV0511,22-04-2017,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Utrecht, Nederland",9952630
17TV0320,23-04-2017,Cloacal/throat swab,Beflijster,Ring Ouzel,Turdus torquatus,"Liessel, Nederland",10374462
17TV0267,22-04-2017,Cloacal/throat swab,Rietzanger,Sedge Warbler,Acrocephalus schoenobaenus,"Eastermar, Nederland",9605774
16TV0669,24-04-2017,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Overdinkel, Nederland",10374736
17TV0217,22-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10186895
17TV0525,22-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Eastermar, Nederland",9392117
17TV0255,22-04-2017,Cloacal/throat swab,rietzanger,Sedge Warbler,Acrocephalus schoenobaenus,"Bergumermeer, Nederland",10373470
16TV0241,22-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Maarssen, Nederland",10385529
16TV0241,22-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Maarssen, Nederland",10385529
17TV0292,21-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Almen, Nederland",10374328
17TV0391,23-04-2017,Cloacal/throat swab,blauwborst,Bluethroat,Luscinia svecica,"Naarden, Nederland",10378381
17TV0082,26-04-2017,Cloacal/throat swab,Grasmus,Common Whitethroat,Curruca communis,"Overdinkel, Nederland",10376001
17TV0615,28-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Elburg, Nederland",10197422
17TV0606,28-04-2017,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Elburg, Nederland",8146569
17TV0616,28-04-2017,Cloacal/throat swab,Rietzanger,Sedge Warbler,Acrocephalus schoenobaenus,"Elburg, Nederland",10376750
17TV0644,28-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Elburg, Nederland",10376755
17TV0601,28-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Elburg, Nederland",10376747
17TV0186,28-04-2017,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Elburg, Nederland",10376734
16TV0297,28-04-2017,Cloacal/throat swab,grutto,Black-tailed Godwit,Limosa limosa,"Leerdam, Nederland",10439523
17TV0496,28-04-2017,Cloacal/throat swab,Grutto,Black-tailed Godwit,Limosa limosa,Nederland,10439521
17TV0289,29-04-2017,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Terwispel, Nederland",10371605
17TV0106,29-04-2017,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Olst, Nederland",10380011
17TV0079,29-04-2017,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Overdinkel, Nederland",10376757
17TV0071,28-04-2017,Cloacal/throat swab,Kleine Karekiet,Eurasian Reed Warbler,Acrocephalus scirpaceus,"Overdinkel, Nederland",10376687
17TV0109,29-04-2017,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Olst, Nederland",10380012
17TV0070,27-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10217310
17TV0070,27-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10217310
17TV0102,29-04-2017,Cloacal/throat swab,Braamsluiper,Lesser Whitethroat,Sylvia curruca,"Olst, Nederland",10380013
17TV0081,27-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10376969
17TV0081,27-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10376969
17TV0415,29-04-2017,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Terwispel, Nederland",10376953
17TV0117,29-04-2017,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Olst, Nederland",10380010
17TV0653,29-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Terwispel, Nederland",9708265
17TV0103,29-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Olst, Nederland",9022990
17TV0112,29-04-2017,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Olst, Nederland",9323599
17TV0107,29-04-2017,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Olst, Nederland",9647312
17TV0260,22-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Eastermar, Nederland",8585953
17TV0479,29-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Almen, Nederland",9848582
17TV0407,29-04-2017,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Almen, Nederland",10376978
16TV1098,30-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",9942725
17TV0199,30-04-2017,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10172289
16TV1267,30-04-2017,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10385565
16TV0905,29-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",10380769
17TV0345,29-04-2017,Cloacal/throat swab,Blauwborst,Bluethroat,Luscinia svecica,"Kampen, Nederland",10377401
17TV0066,01-05-2017,Cloacal/throat swab,Braamsluiper,Lesser Whitethroat,Sylvia curruca,"Overdinkel, Nederland",10378111
17TV0340,29-04-2017,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Kampen, Nederland",10377404
17TV0101,29-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Olst, Nederland",10380008
17TV0076,01-05-2017,Cloacal/throat swab,Kleine Karekiet,Eurasian Reed Warbler,Acrocephalus scirpaceus,"Overdinkel, Nederland",10377417
17TV0582,29-04-2017,Cloacal/throat swab,Braamsluiper,Lesser Whitethroat,Sylvia curruca,"Terwispel, Nederland",10376949
17TV0332,29-04-2017,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Terwispel, Nederland",10376952
16TV1286,30-04-2017,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",10378460
17TV0083,29-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9361856
16TV0158,29-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",10373338
17TV0075,29-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",10380762
17TV0438,29-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Kampen, Nederland",10377408
17TV0437,29-04-2017,Cloacal/throat swab,Kleine Karekiet,Eurasian Reed Warbler,Acrocephalus scirpaceus,"Kampen, Nederland",10377397
17TV0336,29-04-2017,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Kampen, Nederland",9730552
16TV1196,16-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10087585
16TV1202,16-03-2017,Cloacal/throat swab,Wilde Eend,Mallard,Anas platyrhynchos,"Utrecht, Nederland",10361088
16TV0838,18-03-2017,Cloacal/throat swab,Tureluur,Common Redshank,Tringa totanus,"Poppenwier, Nederland",10357557
17TV0236,27-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10363189
17TV0209,27-03-2017,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10363662
17TV0232,27-03-2017,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10363188
16TV1239,26-03-2017,Cloacal/throat swab,Kleine Plevier,Little Ringed Plover,Charadrius dubius,"Castricum, Nederland",10513555
17TV0005,25-03-2017,Cloacal/throat swab,Koolmees,Great Tit,Parus major,"Utrecht, Nederland",10221061
17TV0012,25-03-2017,Cloacal/throat swab,Roodborst,European Robin,Erithacus rubecula,"Utrecht, Nederland",9858151
17TV0024,25-03-2017,Cloacal/throat swab,Koolmees,Great Tit,Parus major,"Utrecht, Nederland",9939199
16TV1217,25-03-2017,Cloacal/throat swab,Roodborst,European Robin,Erithacus rubecula,"Utrecht, Nederland",10220282
17TV0008,25-03-2017,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10361593
17TV0007,25-03-2017,Cloacal/throat swab,Vink,Common Chaffinch,Fringilla coelebs,"Utrecht, Nederland",9942699
17TV0011,25-03-2017,Cloacal/throat swab,Roodborst,European Robin,Erithacus rubecula,"Utrecht, Nederland",10365484
17TV0137,25-03-2017,Cloacal/throat swab,Heggenmus,Dunnock,Prunella modularis,"Utrecht, Nederland",10221148
17TV0004,25-03-2017,Cloacal/throat swab,Heggenmus,Dunnock,Prunella modularis,"Utrecht, Nederland",10361587
17TV0010,25-03-2017,Cloacal/throat swab,Roodborst,European Robin,Erithacus rubecula,"Utrecht, Nederland",10365481
17TV0001,25-03-2017,Cloacal/throat swab,Roodborst,European Robin,Erithacus rubecula,"Utrecht, Nederland",10365483
17TV0009,25-03-2017,Cloacal/throat swab,Vink,Common Chaffinch,Fringilla coelebs,"Utrecht, Nederland",10365486
16TV1216,25-03-2017,Cloacal/throat swab,Blauwborst,Bluethroat,Luscinia svecica,"Utrecht, Nederland",10365477
16TV1212,25-03-2017,Cloacal/throat swab,Rietgors,Common Reed Bunting,Emberiza schoeniclus,"Utrecht, Nederland",10365472
17TV0006,25-03-2017,Cloacal/throat swab,Koolmees,Great Tit,Parus major,"Utrecht, Nederland",10365475
17TV0138,25-03-2017,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10365452
17TV0127,25-03-2017,Cloacal/throat swab,Rietzanger,Sedge Warbler,Acrocephalus schoenobaenus,"Utrecht, Nederland",10365471
16TV1222,25-03-2017,Cloacal/throat swab,Heggenmus,Dunnock,Prunella modularis,"Utrecht, Nederland",10220969
16TV1118,25-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10076994
17TV0003,25-03-2017,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10365453
17TV0139,25-03-2017,Cloacal/throat swab,Koolmees,Great Tit,Parus major,"Utrecht, Nederland",10223186
16TV1194,25-03-2017,Cloacal/throat swab,Koolmees,Great Tit,Parus major,"Utrecht, Nederland",10365480
17TV0124,25-03-2017,Cloacal/throat swab,Heggenmus,Dunnock,Prunella modularis,"Utrecht, Nederland",9942754
17TV0002,25-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10224003
17TV0014,25-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",9939214
17TV0025,26-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10224003
17TV0128,25-03-2017,Cloacal/throat swab,Koolmees,Great Tit,Parus major,"Utrecht, Nederland",10221068
17TV0126,25-03-2017,Cloacal/throat swab,Vink,Common Chaffinch,Fringilla coelebs,"Utrecht, Nederland",10365485
17TV0208,29-03-2017,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Overdinkel, Nederland",10363742
17TV0228,28-03-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10363672
16TV1150,03-04-2017,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10365418
16TV0218,03-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",10241928
16TV0156,03-04-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",10378055
17TV0072,03-05-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Eastermar, Nederland",9456663
17TV0221,03-05-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10378876
16TV0349,05-05-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Kampen, Nederland",9943319
16TV0349,05-05-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Kampen, Nederland",9943319
17TV0352,06-05-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Tienhoven, Nederland",10390422
16TV0237,06-05-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Tienhoven, Nederland",10390420
16TV0122,06-05-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Tienhoven, Nederland",10390421
17TV1508,21-10-2017,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Wageningen, Nederland",10779105
16TV1126,21-10-2017,Cloacal/throat swab,Wilde Eend,Mallard,Anas platyrhynchos,"Sassenheim, Nederland",10791204
16TV1117,21-10-2017,Cloacal/throat swab,Wilde Eend,Mallard,Anas platyrhynchos,"Sassenheim, Nederland",10791199
16TV1152,24-10-2017,Cloacal/throat swab,Wilde Eend,Mallard,Anas platyrhynchos,"Sassenheim, Nederland",10791225
17TV1749,26-10-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",10779090
17TV0421,26-10-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Liessel, Nederland",10785899
17TV1571,25-10-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Reusel, Nederland",10785565
17TV1679,24-10-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Berg en Dal, Nederland",10818260
17TV1679,24-10-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Berg en Dal, Nederland",10818260
17TV0881,26-10-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Almen, Nederland",10794028
17TV1675,26-10-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Berg en Dal, Nederland",10818262
17TV1675,26-10-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Berg en Dal, Nederland",10818262
17TV1683,24-10-2017,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Berg en Dal, Nederland",10818261
17TV1683,24-10-2017,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Berg en Dal, Nederland",10818261
17TV1768,26-10-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",10815381
17TV0237,24-10-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Castricum, Nederland",10801681
17TV0224,24-10-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Castricum, Nederland",10801682
17TV1294,26-10-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Zwolle, Nederland",10450582
17TV1292,26-10-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Zwolle, Nederland",10433628
16TV1154,26-10-2017,Cloacal/throat swab,Wilde Eend,Mallard,Anas platyrhynchos,"Sassenheim, Nederland",10791233
17TV1622,27-10-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Eastermar, Nederland",10155751
17TV1643,28-10-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10812724
16TV1253,27-10-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Ankeveen, Nederland",10789850
17TV1262,26-10-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Eastermar, Nederland",10790202
17TV1731,30-10-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10790529
17TV1708,07-11-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10798692
17TV1626,28-10-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Eastermar, Nederland",10108857
17TV1732,30-10-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10790528
17TV1612,30-10-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Oldebroek, Nederland",10086776
17TV0474,28-10-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10812678
17TV1604,30-10-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Oldebroek, Nederland",10789827
17TV1681,31-10-2017,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Berg en Dal, Nederland",10818265
17TV1681,31-10-2017,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Berg en Dal, Nederland",10818265
17TV1627,30-10-2017,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Eastermar, Nederland",10790257
