,ID,capture.date,English,Dutch,Latin,family,order,Lat,Long,PMA.USUV.Ab6000,PMA.WNV.Ab6000,VNT.USUV,VNT.WNV,FRNT.USUV,FRNT.WNV,SeroResult,BirdId
1,16TV0873,02-04-2016,Eurasian Jay,Gaai,Garrulus glandarius,Corvidae,Passeriformes,51.9838097,5.654761791,1,1,4,0,10,80,WNV,9940674
2,16TV0732,05-05-2016,Western Jackdaw,Kauw,Coloeus monedula,Corvidae,Passeriformes,52.31211584,5.027795434,0,0,NA,NA,NA,NA,NA,9948872
3,16TV0020,08-05-2016,Western Jackdaw,Kauw,Coloeus monedula,Corvidae,Passeriformes,52.13446719,5.006238766,0,0,NA,NA,10,10,Negative,9953611
4,16TV0182,14-05-2016,Western Jackdaw,Kauw,Coloeus monedula,Corvidae,Passeriformes,52.13446719,5.006238766,0,0,NA,NA,NA,NA,NA,9953609
5,16TV0304,21-05-2016,Western Jackdaw,Kauw,Coloeus monedula,Corvidae,Passeriformes,52.0954392,5.01239224,0,0,NA,NA,NA,NA,NA,9953653
6,16TV0718,28-05-2016,Western Jackdaw,Kauw,Coloeus monedula,Corvidae,Passeriformes,52.31211584,5.027795434,0,0,NA,NA,NA,NA,NA,9966358
7,16TV0757,11-06-2016,Western Jackdaw,Kauw,Coloeus monedula,Corvidae,Passeriformes,52.31211584,5.027795434,0,0,NA,NA,NA,NA,NA,9966360
8,16TV0066,11-06-2016,Western Jackdaw,Kauw,Coloeus monedula,Corvidae,Passeriformes,52.0954392,5.01239224,0,0,NA,NA,20,10,Negative,10172246
9,16TV0722,21-06-2016,Western Jackdaw,Kauw,Coloeus monedula,Corvidae,Passeriformes,52.31212404,5.027760565,0,0,NA,NA,NA,NA,NA,10146839
10,16TV0918,20-06-2016,Western Jackdaw,Kauw,Coloeus monedula,Corvidae,Passeriformes,52.31212404,5.027760565,0,0,NA,NA,NA,NA,NA,10146832
11,16TV0790,24-06-2016,Western Jackdaw,Kauw,Coloeus monedula,Corvidae,Passeriformes,52.31212404,5.027760565,0,0,NA,NA,NA,NA,NA,10146841
12,16TV0995,23-06-2016,Western Jackdaw,Kauw,Coloeus monedula,Corvidae,Passeriformes,52.31212404,5.027760565,0,0,NA,NA,NA,NA,NA,10146840
13,20TV2418,13-10-2020,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,53.2547226,4.950720787,0,0,NA,NA,NA,NA,NA,12544573
14,16TV0748,17-09-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,51.9838097,5.654761791,0,0,NA,NA,NA,NA,NA,9960404
15,16TV0485,17-09-2016,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,52.1333313,5.005620003,0,0,NA,NA,NA,NA,NA,10076945
16,16TV1057,18-09-2016,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,51.6649444,6.0406042,0,0,NA,NA,NA,NA,NA,10119261
17,16TV0096,17-09-2016,Song Thrush,Zanglijster,Passer domesticus,Turdidae,Passeriformes,52.1333313,5.005620003,0,0,NA,NA,NA,NA,NA,10076947
18,16TV1050,18-09-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,51.6649444,6.0406042,0,1,0,4,80,10,Negative,10119260
19,16TV0435,20-09-2016,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,52.1333313,5.005620003,0,0,NA,NA,40,40,Negative,10087579
20,17TV1232,21-10-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,53.2547226,4.950720787,0,0,NA,NA,NA,NA,NA,10778819
21,16TV1006,22-09-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10083486
22,16TV0041,22-09-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,1,NA,NA,NA,NA,NA,10083483
23,16TV1176,24-09-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,1,4,4,NA,NA,Negative,10086954
24,16TV1189,26-09-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10088275
25,16TV1180,26-09-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10088281
26,16TV0073,24-09-2016,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,52.1333313,5.005620003,0,0,NA,NA,10,10,Negative,10087573
27,16TV0095,24-09-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.13441002,5.006418228,0,0,NA,NA,NA,NA,NA,10087585
28,16TV0334,24-09-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.13441002,5.006418228,0,0,NA,NA,NA,NA,NA,10087591
29,16TV1058,26-09-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.23259352,6.593297303,0,0,NA,NA,NA,NA,NA,10302583
30,16TV1047,30-09-2016,Western Jackdaw,Kauw,Coloeus monedula,Corvidae,Passeriformes,52.08793182,5.013043284,0,0,NA,NA,NA,NA,NA,10174631
31,16TV1051,30-09-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.12815475,5.011127949,0,0,4,4,NA,NA,Negative,10097667
32,16TV1184,05-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10104608
33,16TV0138,04-10-2016,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10104605
34,16TV1183,05-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2369988,7.022559643,0,1,0,0,NA,NA,Negative,9977385
35,16TV0137,05-10-2016,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10104607
36,16TV0337,04-10-2016,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,52.1333313,5.005620003,0,0,NA,NA,NA,NA,NA,10104766
37,16TV0305,04-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.1333313,5.005620003,0,0,NA,NA,NA,NA,NA,10104767
38,16TV1171,04-10-2016,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,10,10,Negative,10104606
39,16TV0795,04-10-2016,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10104604
40,16TV0142,06-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10107937
41,16TV1039,07-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,51.83416748,5.886833191,1,0,0,0,NA,NA,Negative,10115963
42,16TV0247,08-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.30846632,5.196950287,0,0,NA,NA,NA,NA,NA,10112573
43,16TV0758,08-10-2016,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,52.30846632,5.196950287,1,1,NA,NA,NA,NA,NA,10112559
44,16TV0251,09-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.30846632,5.196950287,0,0,NA,NA,NA,NA,NA,10112534
45,16TV1142,09-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10110293
46,16TV1149,09-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10110291
47,16TV1143,09-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10110295
48,16TV1130,08-10-2016,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,52.1333313,5.005620003,0,0,NA,NA,NA,NA,NA,10108082
49,16TV1146,08-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10107943
50,16TV1141,07-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2369988,7.022559643,0,0,4,0,NA,NA,Negative,9957191
51,16TV1048,12-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,51.8219986,5.905166626,0,1,NA,NA,20,10,Negative,10341847
52,16TV1145,10-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2369988,7.022559643,0,0,NA,NA,NA,NA,NA,9955229
53,16TV0249,08-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.30846632,5.196950287,1,0,128,4,NA,NA,USUV,10112537
54,16TV1135,11-10-2016,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,52.1333313,5.005620003,0,0,NA,NA,NA,NA,NA,10124869
55,16TV1136,11-10-2016,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,52.1333313,5.005620003,0,0,NA,NA,NA,NA,NA,10124870
56,16TV1132,11-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.13441002,5.006418228,0,0,0,0,NA,NA,Negative,10124867
57,16TV1139,16-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10125651
58,16TV0140,15-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10125313
59,16TV1182,17-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10127853
60,16TV1119,16-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.1333313,5.005620003,0,0,NA,NA,NA,NA,NA,10126875
61,16TV1131,16-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.1333313,5.005620003,1,1,512,4,1280,10,USUV,10126874
62,16TV1122,18-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.13593782,5.003778934,0,0,NA,NA,NA,NA,NA,10130223
63,16TV1137,16-10-2016,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,52.1333313,5.005620003,0,0,NA,NA,NA,NA,NA,10126876
64,16TV1071,13-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,51.66481083,6.040063047,0,0,NA,NA,NA,NA,NA,10821488
65,16TV1068,09-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,51.6649444,6.0406042,0,0,NA,NA,NA,NA,NA,10119254
66,16TV1070,13-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,51.66481083,6.040063047,1,1,16,4,NA,NA,USUV,10821490
67,16TV1067,09-10-2016,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,51.6649444,6.0406042,0,0,NA,NA,NA,NA,NA,10119253
68,16TV1221,22-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2369988,7.022559643,0,0,NA,NA,NA,NA,NA,9996374
69,16TV1203,22-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.1333313,5.005620003,0,0,NA,NA,NA,NA,NA,10172634
70,16TV1211,24-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10136202
71,16TV1215,23-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,4,4,NA,NA,Negative,10136191
72,16TV1200,22-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.1333313,5.005620003,0,0,NA,NA,NA,NA,NA,10172633
73,16TV1225,22-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10133546
74,16TV1208,23-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10136190
75,16TV1228,24-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10136197
76,16TV1224,24-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10136194
77,16TV1206,26-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2369988,7.022559643,0,0,NA,NA,NA,NA,NA,10022167
78,16TV1231,26-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10146439
79,16TV1134,31-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.1333313,5.005620003,0,0,NA,NA,NA,NA,NA,10172636
80,16TV1218,30-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10155672
81,16TV1223,01-11-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2369988,7.022559643,0,0,NA,NA,NA,NA,NA,9738419
82,16TV1226,04-11-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10164260
83,16TV1078,29-10-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.23259056,6.59329462,0,0,NA,NA,NA,NA,NA,9560627
84,16TV0656,13-11-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2369988,7.022559643,0,0,NA,NA,NA,NA,NA,9338751
85,16TV1273,18-11-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2369988,7.022559643,0,0,4,4,NA,NA,Negative,9977402
86,16TV1287,23-11-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10195698
87,16TV1261,23-11-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10195694
88,16TV1207,23-11-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.1333313,5.005620003,0,0,NA,NA,NA,NA,NA,10196235
89,16TV0687,28-11-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2369988,7.022559643,0,1,0,4,NA,NA,Negative,9655392
90,16TV1271,25-11-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10196892
91,16TV1205,02-12-2016,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,52.02942531,5.029895067,0,0,NA,NA,NA,NA,NA,10205745
92,16TV1219,02-12-2016,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,52.02941805,5.029872537,0,0,NA,NA,NA,NA,NA,9769911
93,16TV1199,03-12-2016,Common Buzzard,Buizerd,Buteo buteo,Accipitridae,Accipitriformes,52.13145153,5.0000987,0,0,NA,NA,NA,NA,NA,7851047
94,16TV0255,04-12-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.30849075,5.196929932,0,0,NA,NA,NA,NA,NA,10207571
95,16TV1210,03-12-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.12466049,5.012919903,0,1,0,4,20,10,Negative,10361413
96,16TV1213,06-12-2016,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.09545898,5.012340069,0,0,NA,NA,NA,NA,NA,10225277
97,17TV0236,27-03-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10363189
98,16TV1118,25-03-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.1333313,5.005620003,0,0,NA,NA,NA,NA,NA,10076994
99,17TV0014,25-03-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.1333313,5.005620003,0,0,NA,NA,NA,NA,NA,9939214
100,17TV0025,26-03-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.1333313,5.005620003,0,0,NA,NA,NA,NA,NA,10224003
101,17TV0228,28-03-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,4,4,NA,NA,Negative,10363672
102,16TV1163,08-04-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10367827
103,17TV0355,09-04-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.30849075,5.196929932,0,0,NA,NA,NA,NA,NA,9767847
104,17TV0425,09-04-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.30849075,5.196929932,0,0,NA,NA,NA,NA,NA,10367859
105,17TV0350,09-04-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.30849075,5.196929932,0,1,0,4,10,40,Negative,9301588
106,17TV0418,09-04-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.30849075,5.196929932,0,0,NA,NA,NA,NA,NA,9706059
107,17TV0239,17-04-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2369988,7.022559643,0,0,NA,NA,NA,NA,NA,10309633
108,17TV0229,14-04-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10370863
109,17TV0379,16-04-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.30849075,5.196929932,0,0,NA,NA,NA,NA,NA,10232522
110,17TV0377,16-04-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.30849075,5.196929932,0,0,0,0,NA,NA,Negative,10368901
111,17TV0416,16-04-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.30849075,5.196929932,0,0,NA,NA,NA,NA,NA,10367860
112,17TV0387,16-04-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.30849075,5.196929932,0,0,NA,NA,NA,NA,NA,10232901
113,17TV0201,22-04-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.1333313,5.005620003,0,0,4,4,NA,NA,Negative,10385553
114,16TV1275,22-04-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.1333313,5.005620003,1,0,4,4,10,10,Negative,10220823
115,17TV0173,22-04-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.1333313,5.005620003,0,1,4,4,10,10,Negative,10224072
116,17TV0217,22-04-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2369988,7.022559643,1,0,4,4,10,40,Negative,10186895
117,17TV0525,22-04-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,53.18626314,6.05627346,0,1,0,0,NA,NA,Negative,9392117
118,17TV0260,22-04-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,53.18626314,6.05627346,0,0,4,0,NA,NA,Negative,8585953
119,17TV0070,27-04-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2369988,7.022559643,0,0,NA,NA,NA,NA,NA,10217310
120,17TV0081,27-04-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,1,0,0,10,10,Negative,10376969
121,17TV0171,30-04-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.1333313,5.005620003,0,0,NA,NA,NA,NA,NA,10076994
122,17TV0073,27-04-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10376970
123,17TV0221,03-05-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10378876
124,17TV0771,13-05-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,53.18628886,6.056101799,0,1,0,4,NA,NA,Negative,10108857
125,17TV0787,14-05-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2369988,7.022559643,0,0,NA,NA,NA,NA,NA,9637762
126,17TV0795,14-05-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2369988,7.022559643,0,0,NA,NA,NA,NA,NA,9338739
127,17TV0767,13-05-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,53.1847358,6.0555343,0,1,0,0,NA,NA,Negative,10382778
128,16TV1268,14-05-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2368563,7.0224612,0,0,NA,NA,NA,NA,NA,10383552
129,17TV0059,17-05-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.22687412,6.617267132,0,0,4,4,NA,NA,Negative,10505346
130,17TV0060,17-05-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.22689383,6.617363691,0,0,NA,NA,NA,NA,NA,10505770
131,17TV0788,18-05-2017,Lesser Whitethroat,Braamsluiper,Curruca curruca,Sylviidae,Passeriformes,52.23626292,7.023353577,0,1,NA,NA,NA,NA,NA,10384789
132,17TV0505,20-05-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.1333313,5.005620003,0,0,NA,NA,NA,NA,NA,10398256
133,17TV0019,20-05-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.1333313,5.005620003,0,1,NA,NA,20,40,Negative,10376348
134,17TV0030,20-05-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.1333313,5.005620003,1,1,4,4,10,20,Negative,10361591
135,17TV0020,28-05-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.1333313,5.005620003,1,0,4,0,10,10,Negative,10087585
136,17TV0564,28-05-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.1333313,5.005620003,1,1,4,8,1280,40,USUV,10398318
137,17TV1036,28-05-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,53.1794321,6.0575016,0,1,0,0,NA,NA,Negative,9641174
138,17TV0665,30-05-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,51.98375684,5.654793978,1,1,NA,NA,NA,NA,NA,9361856
139,17TV1033,03-06-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,53.18641487,6.056015968,0,0,NA,NA,NA,NA,NA,10391946
140,17TV0719,02-06-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,53.03687156,6.044647694,0,0,4,4,NA,NA,Negative,10392293
141,17TV0949,17-06-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.1333313,5.005620003,0,0,NA,NA,10,10,Negative,9783236
142,17TV0589,17-06-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.2369988,7.022559643,0,0,NA,NA,NA,NA,NA,9820653
143,16TV0273,25-06-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.1333313,5.005620003,1,1,4,4,2560,10,USUV,10426566
144,17TV1117,22-06-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,53.1794321,6.0575016,0,0,NA,NA,NA,NA,NA,10060282
145,17TV0273,29-06-2017,Eurasian Reed Warbler,Kleine Karekiet,Acrocephalus scirpaceus,Sylviidae,Passeriformes,51.35763279,4.219093323,0,1,NA,NA,NA,NA,NA,10416085
146,17TV0068,12-06-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.22687412,6.617267132,0,0,NA,NA,NA,NA,NA,10505608
147,17TV0058,01-07-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.22689383,6.617363691,0,0,NA,NA,NA,NA,NA,9796508
148,17TV1000,06-07-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,53.03685866,6.044690609,0,0,NA,NA,NA,NA,NA,10082453
149,17TV1111,14-07-2017,Western Jackdaw,Kauw,Coloeus monedula,Corvidae,Passeriformes,52.23259483,6.593274772,0,0,NA,NA,NA,NA,NA,10841695
150,17TV1009,18-07-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,53.03685866,6.044690609,0,0,0,0,NA,NA,Negative,10128495
151,17TV0973,18-07-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,53.03687156,6.044647694,0,0,NA,NA,NA,NA,NA,10434495
152,17TV0045,17-07-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,53.02578042,5.686068535,0,0,NA,NA,NA,NA,NA,10420468
153,17TV0067,19-07-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.22687412,6.617267132,0,0,NA,NA,NA,NA,NA,10505630
154,17TV0057,19-07-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.22689383,6.617363691,0,0,NA,NA,NA,NA,NA,10349530
155,17TV1199,21-07-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.21672058,4.863210201,1,1,256,0,NA,NA,USUV,10447442
156,17TV0981,26-07-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,53.03687156,6.044647694,0,1,0,4,NA,NA,Negative,10441770
157,17TV1445,28-07-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,51.35479527,5.164886534,0,0,4,0,NA,NA,Negative,10459457
158,17TV1397,28-07-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,51.354807,5.16489324,0,0,NA,NA,NA,NA,NA,9401585
159,17TV0361,26-07-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,53.48338318,6.182958126,0,0,4,0,NA,NA,Negative,10484997
160,17TV0441,26-07-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,53.48338318,6.182958126,0,0,NA,NA,NA,NA,NA,10486714
161,16TV1045,02-08-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,51.82560003,5.908509493,1,0,4,4,20,10,Negative,9873550
162,17TV1008,01-08-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,53.03687156,6.044647694,1,1,64,4,20,160,WNV,10452824
163,17TV1121,02-08-2017,Eurasian Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,52.22687412,6.617267132,0,0,NA,NA,NA,NA,NA,10505632
